"unique_key","created_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","status","community_board","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","latitude","longitude","location"
"67083974","2025-12-07T01:06:16.000","DSNY","Department of Sanitation","Dead Animal","Cat","Sidewalk","10037","EAST  131 STREET","EAST  131 STREET","EAST  131 STREET","MADISON AVENUE","EAST  131 STREET","MADISON AVENUE","INTERSECTION","In Progress","11 MANHATTAN","MANHATTAN","1001446","234215","PHONE","Unspecified","MANHATTAN","40.80952516204141","-73.93788139358821","@{latitude=40.80952516204141; longitude=-73.93788139358821; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081053","2025-12-07T01:05:29.000","DSNY","Department of Sanitation","Residential Disposal Complaint","Waste Left in Front of Other Residence","Sidewalk","10459","865 EAST  169 STREET","EAST  169 STREET","PROSPECT AVENUE","LYMAN PLACE","PROSPECT AVENUE","LYMAN PLACE","ADDRESS","In Progress","03 BRONX","BRONX","1012780","241343","PHONE","Unspecified","BRONX","40.829060170670566","-73.89690832625504","@{latitude=40.829060170670566; longitude=-73.89690832625504; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075324","2025-12-07T00:56:19.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10472","1120 ROSEDALE AVENUE","ROSEDALE AVENUE","WATSON AVENUE","GLEASON AVENUE","WATSON AVENUE","GLEASON AVENUE","ADDRESS","In Progress","09 BRONX","BRONX","1020679","240998","ONLINE","Unspecified","BRONX","40.82808419778328","-73.86836761149952","@{latitude=40.82808419778328; longitude=-73.86836761149952; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075282","2025-12-07T00:54:50.000","DSNY","Department of Sanitation","Dead Animal","Deer","Street","10312","FOREST HILL ROAD","FOREST HILL ROAD","FOREST HILL ROAD","RICHMOND AVENUE","FOREST HILL ROAD","RICHMOND AVENUE","INTERSECTION","In Progress","02 STATEN ISLAND","STATEN ISLAND","937069","147293","PHONE","Unspecified","STATEN ISLAND","40.57083566003277","-74.16982709252079","@{latitude=40.57083566003277; longitude=-74.16982709252079; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082522","2025-12-07T00:50:18.000","DSNY","Department of Sanitation","Obstruction","Cone","Street","10310","731 DELAFIELD AVENUE","DELAFIELD AVENUE","RAYFIELD COURT","CLOVE ROAD","RAYFIELD COURT","CLOVE ROAD","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","950130","168587","ONLINE","Unspecified","STATEN ISLAND","40.62934319760249","-74.12292190659542","@{latitude=40.62934319760249; longitude=-74.12292190659542; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081088","2025-12-07T00:40:45.000","DSNY","Department of Sanitation","Dead Animal","Deer","Street","10312","FOREST HILL ROAD","FOREST HILL ROAD","FOREST HILL ROAD","RICHMOND AVENUE","FOREST HILL ROAD","RICHMOND AVENUE","INTERSECTION","In Progress","02 STATEN ISLAND","STATEN ISLAND","937069","147293","ONLINE","Unspecified","STATEN ISLAND","40.57083566003277","-74.16982709252079","@{latitude=40.57083566003277; longitude=-74.16982709252079; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083741","2025-12-07T00:34:16.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Other (Explain Below)","3+ Family Apartment Building","11209","556 82 STREET","82 STREET","5 AVENUE","6 AVENUE","5 AVENUE","6 AVENUE","ADDRESS","In Progress","10 BROOKLYN","BROOKLYN","977738","166446","ONLINE","Unspecified","BROOKLYN","40.62352991829137","-74.02345830844641","@{latitude=40.62352991829137; longitude=-74.02345830844641; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076560","2025-12-07T00:30:55.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Other (Explain Below)","3+ Family Apartment Building","11209","556 82 STREET","82 STREET","5 AVENUE","6 AVENUE","5 AVENUE","6 AVENUE","ADDRESS","In Progress","10 BROOKLYN","BROOKLYN","977738","166446","ONLINE","Unspecified","BROOKLYN","40.62352991829137","-74.02345830844641","@{latitude=40.62352991829137; longitude=-74.02345830844641; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082319","2025-12-07T00:22:10.000","DOT","Department of Transportation","Bus Stop Shelter Complaint","Lighting","Bus Stop Shelter","10040","680 FORT WASHINGTON AVENUE","FORT WASHINGTON AVENUE","WEST  187 STREET","WEST  190 STREET","WEST  187 STREET","WEST  190 STREET","ADDRESS","In Progress","12 MANHATTAN","MANHATTAN","1002000","251431","ONLINE","Unspecified","MANHATTAN","40.856777014996844","-73.93583457679512","@{latitude=40.856777014996844; longitude=-73.93583457679512; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082865","2025-12-07T00:15:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"11237","72 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","SUYDAM ST","WILLOUGHBY AVE",,,"ADDRESS","Open","04 BROOKLYN","BROOKLYN","1006452","196684","UNKNOWN","Unspecified","BROOKLYN","40.706501051305565","-73.9199217325155","@{latitude=40.706501051305565; longitude=-73.9199217325155; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075291","2025-12-07T00:10:18.000","DSNY","Department of Sanitation","Lot Condition","Trash","Lot","10302","272 HEBERTON AVENUE","HEBERTON AVENUE","ANDERSON AVENUE","ALBION PLACE","ANDERSON AVENUE","ALBION PLACE","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","947268","170304","ONLINE","Unspecified","STATEN ISLAND","40.63404450812861","-74.13324204166062","@{latitude=40.63404450812861; longitude=-74.13324204166062; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075286","2025-12-07T00:06:56.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Yard","11236","8904 AVENUE M","AVENUE M","EAST   89 STREET","REMSEN AVENUE","EAST   89 STREET","REMSEN AVENUE","ADDRESS","In Progress","18 BROOKLYN","BROOKLYN","1012199","170009","PHONE","Unspecified","BROOKLYN","40.63326790351365","-73.8993040433181","@{latitude=40.63326790351365; longitude=-73.8993040433181; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079684","2025-12-07T00:06:02.000","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","3+ Family Apt. Building","11231","228 SACKETT STREET","SACKETT STREET","HENRY STREET","CLINTON STREET","HENRY STREET","CLINTON STREET","ADDRESS","In Progress","06 BROOKLYN","BROOKLYN","984606","188456","PHONE","Unspecified","BROOKLYN","40.683944947467026","-73.99871641219974","@{latitude=40.683944947467026; longitude=-73.99871641219974; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67074190","2025-12-07T00:06:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"11208",,,,,"BLAKE AVENUE","ELTON STREET","INTERSECTION","Open","05 BROOKLYN","BROOKLYN","1016884","183282","UNKNOWN","Unspecified","BROOKLYN","40.66968334617458","-73.88236050527304","@{latitude=40.66968334617458; longitude=-73.88236050527304; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076670","2025-12-07T00:04:35.000","DOT","Department of Transportation","Sidewalk Condition","Broken Sidewalk","Sidewalk","11377","49-67 47 AVENUE","47 AVENUE","49 STREET","50 STREET","49 STREET","50 STREET","ADDRESS","In Progress","02 QUEENS","QUEENS","1007659","209168","MOBILE","Unspecified","QUEENS","40.74076348004444","-73.9155248999684","@{latitude=40.74076348004444; longitude=-73.9155248999684; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080944","2025-12-07T00:00:10.000","DOT","Department of Transportation","Sidewalk Condition","Broken Sidewalk","Sidewalk","11377","49-67 47 AVENUE","47 AVENUE","49 STREET","50 STREET","49 STREET","50 STREET","ADDRESS","In Progress","02 QUEENS","QUEENS","1007659","209168","MOBILE","Unspecified","QUEENS","40.74076348004444","-73.9155248999684","@{latitude=40.74076348004444; longitude=-73.9155248999684; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083740","2025-12-06T23:59:12.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Chemical Vapors/Gases/Odors","Commercial Building","10128","189 EAST   93 STREET","EAST   93 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE","ADDRESS","In Progress","08 MANHATTAN","MANHATTAN","997801","224698","ONLINE","Unspecified","MANHATTAN","40.78340992809876","-73.95106774533049","@{latitude=40.78340992809876; longitude=-73.95106774533049; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075335","2025-12-06T23:59:00.000","DEP","Department of Environmental Protection","Lead","Lead Kit Request (Residential) (L10)",,"10016","585 3 AVENUE","3 AVENUE","E 38 ST","E 39 ST",,,"ADDRESS","Open","06 MANHATTAN","MANHATTAN","990867","211966","ONLINE","Unspecified","MANHATTAN","40.74847179512637","-73.97611874345195","@{latitude=40.74847179512637; longitude=-73.97611874345195; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082621","2025-12-06T23:59:00.000","DEP","Department of Environmental Protection","Water Quality","Cloudy Or Milky, Other (Use Comments) (QBZ)",,"10034","30 COOPER STREET","COOPER STREET","ACADEMY ST","W 204 ST",,,"ADDRESS","Open","12 MANHATTAN","MANHATTAN","1005184","255368","ONLINE","Unspecified","MANHATTAN","40.86757591236837","-73.92431227328683","@{latitude=40.86757591236837; longitude=-73.92431227328683; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083736","2025-12-06T23:57:15.000","DPR","Department of Parks and Recreation","Illegal Tree Damage","Bicycle Chained to Tree","Street","10022","245 EAST   50 STREET","EAST   50 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE","ADDRESS","In Progress","06 MANHATTAN","MANHATTAN","992641","214487","ONLINE","Unspecified","MANHATTAN","40.755389796279935","-73.96971309709203","@{latitude=40.755389796279935; longitude=-73.96971309709203; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081024","2025-12-06T23:56:24.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11432","87-25 CHEVY CHASE STREET","CHEVY CHASE STREET","CAMBRIDGE ROAD","HENLEY ROAD","CAMBRIDGE ROAD","HENLEY ROAD","ADDRESS","In Progress","08 QUEENS","QUEENS","1046332","200986","PHONE","Unspecified","QUEENS","40.71811904287483","-73.77604313493596","@{latitude=40.71811904287483; longitude=-73.77604313493596; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081170","2025-12-06T23:50:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Equipment (NC1)",,"10005","60 WALL STREET","WALL STREET","HANOVER ST","PEARL ST",,,"ADDRESS","Open","01 MANHATTAN","MANHATTAN","981863","196460","ONLINE","Unspecified","MANHATTAN","40.70591375642571","-74.00860936465871","@{latitude=40.70591375642571; longitude=-74.00860936465871; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078052","2025-12-06T23:47:51.000","DOT","Department of Transportation","Curb Condition","Broken Curb","Sidewalk","10028","132 EAST   86 STREET","EAST   86 STREET","PARK AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE","ADDRESS","In Progress","08 MANHATTAN","MANHATTAN","996469","223314","MOBILE","Unspecified","MANHATTAN","40.77961315742167","-73.95588007365475","@{latitude=40.77961315742167; longitude=-73.95588007365475; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075237","2025-12-06T23:43:09.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","10452","975 SUMMIT AVENUE","SUMMIT AVENUE","WEST  162 STREET","WEST  164 STREET","WEST  162 STREET","WEST  164 STREET","ADDRESS","In Progress","04 BRONX","BRONX","1003473","242637","MOBILE","Unspecified","BRONX","40.832636988212734","-73.93053496209842","@{latitude=40.832636988212734; longitude=-73.93053496209842; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078225","2025-12-06T23:41:03.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10452","950 SUMMIT AVENUE","SUMMIT AVENUE","WEST  162 STREET","WEST  164 STREET","WEST  162 STREET","WEST  164 STREET","ADDRESS","In Progress","04 BRONX","BRONX","1003411","242478","MOBILE","Unspecified","BRONX","40.83220071380918","-73.93075946196511","@{latitude=40.83220071380918; longitude=-73.93075946196511; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073938","2025-12-06T23:41:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Defective (WC2)",,"11207","1121 PENNSYLVANIA AVENUE","PENNSYLVANIA AVENUE","COZINE AVE","FLATLANDS AVE",,,"ADDRESS","Open","05 BROOKLYN","BROOKLYN","1015701","177300","ONLINE","Unspecified","BROOKLYN","40.653268372000255","-73.88665289807177","@{latitude=40.653268372000255; longitude=-73.88665289807177; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082574","2025-12-06T23:40:24.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","11212","422 BLAKE AVENUE","BLAKE AVENUE","MOTHER GASTON BOULEVARD","POWELL STREET","MOTHER GASTON BOULEVARD","POWELL STREET","ADDRESS","In Progress","16 BROOKLYN","BROOKLYN","1010902","182105","PHONE","Unspecified","BROOKLYN","40.66647277482409","-73.9039291357008","@{latitude=40.66647277482409; longitude=-73.9039291357008; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078036","2025-12-06T23:37:27.000","DOHMH","Department of Health and Mental Hygiene","Food Poisoning","1 or 2","Restaurant/Bar/Deli/Bakery","11216","1174 FULTON STREET","FULTON STREET","SPENCER PLACE","BEDFORD AVENUE","SPENCER PLACE","BEDFORD AVENUE","ADDRESS","In Progress","03 BROOKLYN","BROOKLYN","997023","187297","ONLINE","Unspecified","BROOKLYN","40.68075454773498","-73.9539480804602","@{latitude=40.68075454773498; longitude=-73.9539480804602; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082317","2025-12-06T23:35:58.000","DPR","Department of Parks and Recreation","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","Street","11422","134-07 HOOK CREEK BOULEVARD","HOOK CREEK BOULEVARD","134 AVENUE","134 ROAD","134 AVENUE","134 ROAD","ADDRESS","In Progress","13 QUEENS","QUEENS","1059665","183991","PHONE","Unspecified","QUEENS","40.67136832334946","-73.72813574182078","@{latitude=40.67136832334946; longitude=-73.72813574182078; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079448","2025-12-06T23:35:02.000","DPR","Department of Parks and Recreation","Dead/Dying Tree","Planted More Than 2 Years Ago","Street","11223","1873 EAST    8 STREET","EAST    8 STREET","AVENUE R","AVENUE S","AVENUE R","AVENUE S","ADDRESS","In Progress","15 BROOKLYN","BROOKLYN","994235","159155","UNKNOWN","Unspecified","BROOKLYN","40.603514395907524","-73.96404161653089","@{latitude=40.603514395907524; longitude=-73.96404161653089; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082609","2025-12-06T23:35:00.000","DEP","Department of Environmental Protection","Water System","Dirty Water (WE)",,"11103","25-62 43 STREET","43 STREET","25 AVE","28 AVE",,,"ADDRESS","Open","01 QUEENS","QUEENS","1009279","218514","PHONE","Unspecified","QUEENS","40.76641142836947","-73.9096440876374","@{latitude=40.76641142836947; longitude=-73.9096440876374; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085245","2025-12-06T23:34:50.000","EDC","Economic Development Corporation","Noise - Helicopter","Other","Above Address","10036","8 AVENUE","8 AVENUE","8 AVENUE","WEST   46 STREET","8 AVENUE","WEST   46 STREET","INTERSECTION","In Progress","04 MANHATTAN","MANHATTAN","987595","216089","ONLINE","Unspecified","MANHATTAN","40.75979022599973","-73.98792558913458","@{latitude=40.75979022599973; longitude=-73.98792558913458; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075279","2025-12-06T23:34:48.000","DSNY","Department of Sanitation","Vendor Enforcement","Food Vendor","Street","11220","6102 8 AVENUE","8 AVENUE","61 STREET","LIRR BAY RIDGE LINE","61 STREET","LIRR BAY RIDGE LINE","ADDRESS","Closed","07 BROOKLYN","BROOKLYN","981421","170586","ONLINE","Unspecified","BROOKLYN","40.63489528697644","-74.0101926990687","@{latitude=40.63489528697644; longitude=-74.0101926990687; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080961","2025-12-06T23:32:52.000","DOT","Department of Transportation","Street Sign - Missing","No Parking, Standing, Stopping","Street","10312","143 WOEHRLE AVENUE","WOEHRLE AVENUE","WARING AVENUE","LORING AVENUE","WARING AVENUE","LORING AVENUE","ADDRESS","In Progress","03 STATEN ISLAND","STATEN ISLAND","934145","140996","MOBILE","Unspecified","STATEN ISLAND","40.55353560537211","-74.1803052905959","@{latitude=40.55353560537211; longitude=-74.1803052905959; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081402","2025-12-06T23:32:00.000","DOT","Department of Transportation","Traffic Signal Condition","Controller",,,,,,,"HORACE HARDING W/B S/R","CORONA AVE","INTERSECTION","Open","Unspecified QUEENS","QUEENS",,,"UNKNOWN","Unspecified","QUEENS",,,
"67075370","2025-12-06T23:32:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"11234","2827 FLATBUSH AVENUE","FLATBUSH AVENUE","HENDRICKSON PL","BELT PARKWAY EXIT 11 NORTH   WB",,,"ADDRESS","Open","18 BROOKLYN","BROOKLYN","1007928","158857","ONLINE","Unspecified","BROOKLYN","40.60267043974939","-73.91473090116374","@{latitude=40.60267043974939; longitude=-73.91473090116374; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085456","2025-12-06T23:30:37.000","OOS","Office of the Sheriff","Cannabis Retailer","Sales to Minors Under 21",,"11218","913 CHURCH AVENUE","CHURCH AVENUE","CONEY ISLAND AVENUE","EAST   10 STREET","CONEY ISLAND AVENUE","EAST   10 STREET","ADDRESS","In Progress","14 BROOKLYN","BROOKLYN","992374","174792","ONLINE","Unspecified","BROOKLYN","40.646436581464194","-73.97072470413893","@{latitude=40.646436581464194; longitude=-73.97072470413893; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082577","2025-12-06T23:27:45.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10033","700 WEST  175 STREET","WEST  175 STREET","BROADWAY","FORT WASHINGTON AVENUE","BROADWAY","FORT WASHINGTON AVENUE","ADDRESS","In Progress","12 MANHATTAN","MANHATTAN","1001211","247589","ONLINE","Unspecified","MANHATTAN","40.846233418145154","-73.93869649383683","@{latitude=40.846233418145154; longitude=-73.93869649383683; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076877","2025-12-06T23:26:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"11234","2747 FLATBUSH AVENUE","FLATBUSH AVENUE","HENDRICKSON PL","BELT PARKWAY EXIT 11 NORTH   WB",,,"ADDRESS","Open","18 BROOKLYN","BROOKLYN","1007443","159430","ONLINE","Unspecified","BROOKLYN","40.60424448996903","-73.91647551219867","@{latitude=40.60424448996903; longitude=-73.91647551219867; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078231","2025-12-06T23:23:38.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Street","11211","811 GRAND STREET","GRAND STREET","HUMBOLDT STREET","BUSHWICK AVENUE","HUMBOLDT STREET","BUSHWICK AVENUE","ADDRESS","In Progress","01 BROOKLYN","BROOKLYN","1000588","198657","MOBILE","Unspecified","BROOKLYN","40.71192923821354","-73.9410672374059","@{latitude=40.71192923821354; longitude=-73.9410672374059; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084038","2025-12-06T23:23:00.000","DEP","Department of Environmental Protection","Lead","Lead Kit Request (Residential) (L10)",,"11420","116-44 126 STREET","126 STREET","116 AVE","ROCKAWAY BLVD",,,"ADDRESS","Open","10 QUEENS","QUEENS","1036347","185665","ONLINE","Unspecified","QUEENS","40.676130994573136","-73.81218176995459","@{latitude=40.676130994573136; longitude=-73.81218176995459; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084057","2025-12-06T23:20:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"11236","9018 FOSTER AVENUE","FOSTER AVENUE","REMSEN AVE","E 92 ST",,,"ADDRESS","Open","18 BROOKLYN","BROOKLYN","1008991","174283","ONLINE","Unspecified","BROOKLYN","40.645008654762755","-73.91084629420509","@{latitude=40.645008654762755; longitude=-73.91084629420509; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082593","2025-12-06T23:20:00.000","DEP","Department of Environmental Protection","Noise","Noise: Alarms (NR3)",,"11206","171 MESEROLE STREET","MESEROLE STREET","GRAHAM AVE","HUMBOLDT ST",,,"ADDRESS","Open","01 BROOKLYN","BROOKLYN","1000251","197290","ONLINE","Unspecified","BROOKLYN","40.708177764238386","-73.94228607773508","@{latitude=40.708177764238386; longitude=-73.94228607773508; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081143","2025-12-06T23:20:00.000","DEP","Department of Environmental Protection","Air Quality","Air: Odor/Fumes, Restaurant (AD2)",,"10014","3 SHERIDAN SQUARE","SHERIDAN SQUARE","BARROW ST","GROVE ST",,,"ADDRESS","Open","02 MANHATTAN","MANHATTAN","983640","206298","PHONE","Unspecified","MANHATTAN","40.732916999439766","-74.00220102247826","@{latitude=40.732916999439766; longitude=-74.00220102247826; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079601","2025-12-06T23:17:41.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11429","206-01 99 AVENUE","99 AVENUE","FRANCIS LEWIS BOULEVARD","207 STREET","FRANCIS LEWIS BOULEVARD","207 STREET","ADDRESS","In Progress","13 QUEENS","QUEENS","1052576","199173","ONLINE","Unspecified","QUEENS","40.7130967910841","-73.75353681732037","@{latitude=40.7130967910841; longitude=-73.75353681732037; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080843","2025-12-06T23:17:06.000","DPR","Department of Parks and Recreation","Damaged Tree","Tree Alive - in Poor Condition","Street","11230","1568 EAST    4 STREET","EAST    4 STREET","RYDER AVENUE","AVENUE O","RYDER AVENUE","AVENUE O","ADDRESS","In Progress","12 BROOKLYN","BROOKLYN","992414","162397","UNKNOWN","Unspecified","BROOKLYN","40.6124148861428","-73.97059555528858","@{latitude=40.6124148861428; longitude=-73.97059555528858; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079737","2025-12-06T23:17:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"11236","10624 AVENUE D","AVENUE D","E 105 ST","BANK ST",,,"ADDRESS","Open","18 BROOKLYN","BROOKLYN","1011917","177789","ONLINE","Unspecified","BROOKLYN","40.65462320025982","-73.90028813846767","@{latitude=40.65462320025982; longitude=-73.90028813846767; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076872","2025-12-06T23:17:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10472","1324 WHEELER AVENUE","WHEELER AVENUE","E 172 ST","BRONX RIVER AVE",,,"ADDRESS","Open","09 BRONX","BRONX","1017242","242212","PHONE","Unspecified","BRONX","40.831429784137256","-73.88078086585155","@{latitude=40.831429784137256; longitude=-73.88078086585155; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081394","2025-12-06T23:17:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"11230","1600 EAST   17 STREET","EAST   17 STREET","AVE O","AVE P",,,"ADDRESS","Open","14 BROOKLYN","BROOKLYN","996238","161947","UNKNOWN","Unspecified","BROOKLYN","40.61117538046736","-73.95682337752959","@{latitude=40.61117538046736; longitude=-73.95682337752959; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082610","2025-12-06T23:14:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Defective (WC2)",,"11215","272 3 STREET","3 STREET","3 AVE","4 AVE",,,"ADDRESS","Open","06 BROOKLYN","BROOKLYN","987943","184993","ONLINE","Unspecified","BROOKLYN","40.67443903379501","-73.9866864771793","@{latitude=40.67443903379501; longitude=-73.9866864771793; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078346","2025-12-06T23:11:00.000","DEP","Department of Environmental Protection","Noise","Noise: Alarms (NR3)",,"11364",,,,,"75 AVENUE","217 STREET","INTERSECTION","Open","11 QUEENS","QUEENS","1051772","208606","ONLINE","Unspecified","QUEENS","40.73899415479703","-73.75634231676554","@{latitude=40.73899415479703; longitude=-73.75634231676554; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081136","2025-12-06T23:10:26.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Restaurant/Bar/Deli/Bakery","10002","18 EAST BROADWAY","EAST BROADWAY","CATHERINE STREET","MARKET STREET","CATHERINE STREET","MARKET STREET","ADDRESS","In Progress","03 MANHATTAN","MANHATTAN","985161","199228","PHONE","Unspecified","MANHATTAN","40.71351153510441","-73.99671385621401","@{latitude=40.71351153510441; longitude=-73.99671385621401; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076876","2025-12-06T23:08:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Defective (WC2)",,"10310","192 NORTH BURGHER AVENUE","NORTH BURGHER AVENUE","DOE PL","MARKET ST",,,"ADDRESS","Open","01 STATEN ISLAND","STATEN ISLAND","952370","171196","ONLINE","Unspecified","STATEN ISLAND","40.63651268802715","-74.11486433880103","@{latitude=40.63651268802715; longitude=-74.11486433880103; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085453","2025-12-06T23:07:05.000","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","3+ Family Mixed Use Building","10022","313 EAST   60 STREET","EAST   60 STREET","2 AVENUE","QUEENSBORO BRIDGE EXIT","2 AVENUE","QUEENSBORO BRIDGE EXIT","ADDRESS","In Progress","08 MANHATTAN","MANHATTAN","994491","216495","ONLINE","Unspecified","MANHATTAN","40.76089929344324","-73.96303255487975","@{latitude=40.76089929344324; longitude=-73.96303255487975; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076850","2025-12-06T23:05:00.000","DEP","Department of Environmental Protection","Noise","Noise, Barking Dog (NR5)",,"11201","190 YORK STREET","YORK STREET","BRIDGE ST","GOLD ST",,,"ADDRESS","Open","02 BROOKLYN","BROOKLYN","988838","194807","ONLINE","Unspecified","BROOKLYN","40.70137579240106","-73.98345325660519","@{latitude=40.70137579240106; longitude=-73.98345325660519; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
